year	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Mtoe	3703.4	3904.3	4052.1	4298.0	4591.1	4876.1	5080.9	5354.6	5662.7	5689.9	5719.6	6030.8	6245.1	6459.7	6684.2	6635.5	6598.4	6570.4	6674.5	6989.8	7154.1	7311.5	7568.2	7852.3	8008.2	8115.5	8168.4	8223.9	8286.3	8395.7	8565.8	8821.3	8912.3	8965.7	9128.6	9357.0	9462.5	9676.5	10031.6	10524.1	10887.9	11205.8	11561.9	11705.1	11540.3	12099.9	12403.7	12575.5	12819.4	12939.8	13045.6	13228.6	13474.6	13864.9
